Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ashley,2020-08-11 08:24:29,00:40:37,Autoplayed: user action: None; ,Imposters: Season 1: The Maddie Code (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:42:05,00:42:05,US (United States)
Ashley,2020-08-11 07:43:06,00:40:51,Autoplayed: user action: None; ,Imposters: Season 1: Is a Shark Good or Bad? (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:41:59,00:41:59,US (United States)
Ashley,2020-08-11 07:02:01,00:40:56,Autoplayed: user action: None; ,Imposters: Season 1: Cohen. Lenny Cohen. (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:42:00,00:42:00,US (United States)
Ashley,2020-08-11 06:21:22,00:40:30,Autoplayed: user action: None; ,Imposters: Season 1: We Wanted Every Lie (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:41:58,00:41:58,US (United States)
Ashley,2020-08-11 05:38:22,00:42:53,,"Imposters: Season 1: My Balls, Dickhead (Episode 2)",,LG 2016 MStar M2 Low DTV Smart TV,00:42:53,00:42:53,US (United States)
Ashley,2020-08-11 05:37:28,00:00:30,,Imposters: Season 1: My So-Called Wife (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:00:30,00:00:30,US (United States)
Ashley,2020-08-11 04:56:48,00:38:16,,Imposters: Season 1: My So-Called Wife (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:39:38,Not latest view,US (United States)
Ashley,2020-08-11 04:56:16,00:00:18,,"Imposters: Season 1: My Balls, Dickhead (Episode 2)",,LG 2016 MStar M2 Low DTV Smart TV,00:00:18,Not latest view,US (United States)
Ashley,2020-08-11 04:40:40,00:15:05,Autoplayed: user action: None; ,World's Most Wanted: Season 1: Félicien Kabuga: The Financer of the Genocide in Rwanda (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:15:10,00:15:10,US (United States)
Ashley,2020-08-11 03:26:31,00:46:03,,World's Most Wanted: Season 1: Ismael El Mayo Zambada Garcia: The Head of the Sinaloa Cartel (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:46:03,00:46:03,US (United States)
Ashley,2020-08-10 08:02:31,00:47:09,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: The End of Something (Episode 10),,LG 2016 MStar M2 Low DTV Smart TV,00:47:17,00:47:17,US (United States)
Ashley,2020-08-10 07:23:50,00:38:30,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: 743 (Episode 9),,LG 2016 MStar M2 Low DTV Smart TV,00:38:40,00:38:40,US (United States)
Ashley,2020-08-10 06:30:45,00:45:08,,The Umbrella Academy: Season 2: The Seven Stages (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:45:08,00:45:08,US (United States)
Ashley,2020-08-10 05:33:30,00:55:50,,Audrie & Daisy,,LG 2016 MStar M2 Low DTV Smart TV,00:55:50,00:55:50,US (United States)
Ashley,2020-08-09 06:26:35,00:00:06,Autoplayed: user action: None; ,Skin Decision: Before and After: Season 1: Feeling Like Myself (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:00:20,Not latest view,US (United States)
Ashley,2020-08-09 05:48:09,00:38:17,Autoplayed: user action: None; ,Skin Decision: Before and After: Season 1: Beauty Isn't Dangerous (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:38:31,00:38:31,US (United States)
Ashley,2020-08-09 05:11:54,00:36:06,Autoplayed: user action: None; ,Skin Decision: Before and After: Season 1: Car Crash & Quad Mom (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:36:20,00:36:20,US (United States)
Ashley,2020-08-09 04:28:02,00:43:43,,Skin Decision: Before and After: Season 1: These Scars Do Not Define Me (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:43:43,00:43:43,US (United States)
Ashley,2020-08-08 07:03:51,00:47:01,Autoplayed: user action: None; ,Immigration Nation: Limited Series: The New Normal (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:47:05,00:47:05,US (United States)
Ashley,2020-08-08 06:01:00,01:02:42,Autoplayed: user action: None; ,Immigration Nation: Limited Series: Power of the Vote (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,01:02:48,01:02:48,US (United States)
Ashley,2020-08-08 04:58:54,01:01:35,Autoplayed: user action: Unspecified; ,Immigration Nation: Limited Series: Maintaining Vigilance (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,01:01:39,01:01:39,US (United States)
Ashley,2020-08-08 03:47:29,00:59:33,,Immigration Nation: Limited Series: Installing Fear (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:59:33,00:59:33,US (United States)
Ashley,2020-08-05 05:05:24,00:11:58,,Single Wives: Season 1: The Decision (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:11:58,00:11:58,US (United States)
Ashley,2020-08-05 04:13:08,00:51:24,Autoplayed: user action: None; ,Single Wives: Season 1: Final Dates and Home Visits (Episode 7),,LG 2016 MStar M2 Low DTV Smart TV,00:51:24,00:51:24,US (United States)
Ashley,2020-08-05 03:23:52,00:49:10,Autoplayed: user action: None; ,Single Wives: Season 1: Weekend Getaway (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:49:11,00:49:11,US (United States)
Ashley,2020-08-05 02:36:46,00:46:50,Autoplayed: user action: None; ,Single Wives: Season 1: Dinner Party (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:46:51,00:46:51,US (United States)
Ashley,2020-08-05 01:43:48,00:52:26,Autoplayed: user action: None; ,Single Wives: Season 1: Online Dating (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:52:26,00:52:26,US (United States)
Ashley,2020-08-04 23:41:07,01:18:56,Autoplayed: user action: Unspecified; ,Single Wives: Season 1: Pool Party (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:53:12,00:53:12,US (United States)
Ashley,2020-08-04 22:51:51,00:49:10,Autoplayed: user action: None; ,Single Wives: Season 1: First Dates and Girls Night (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:49:10,00:49:10,US (United States)
Ashley,2020-08-04 21:59:14,00:52:30,,Single Wives: Season 1: 10 Dates In 1 Day (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:52:30,00:52:30,US (United States)
Ashley,2020-08-04 16:57:16,00:35:32,Autoplayed: user action: None; ,Queer Eye: Season 5: Father Knows Fish (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:35:36,Not latest view,US (United States)
Ashley,2020-08-04 16:10:53,00:46:13,,Queer Eye: Season 5: Silver Lining Sweeney (Episode 7),,LG 2016 MStar M2 Low DTV Smart TV,00:46:13,00:46:13,US (United States)
Ashley,2020-08-04 06:51:54,00:00:07,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: 743 (Episode 9),,LG 2016 MStar M2 Low DTV Smart TV,00:00:17,Not latest view,US (United States)
Ashley,2020-08-04 06:06:46,00:45:00,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: The Seven Stages (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:45:08,Not latest view,US (United States)
Ashley,2020-08-04 05:21:17,00:45:20,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: Öga for Öga (Episode 7),,LG 2016 MStar M2 Low DTV Smart TV,00:45:28,00:45:28,US (United States)
Ashley,2020-08-04 04:28:19,00:52:29,,The Umbrella Academy: Season 2: A Light Supper (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:48:13,00:48:13,US (United States)
Ashley,2020-08-03 06:31:03,00:00:08,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: Öga for Öga (Episode 7),,LG 2016 MStar M2 Low DTV Smart TV,00:00:16,Not latest view,US (United States)
Ashley,2020-08-03 05:41:33,00:48:03,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: A Light Supper (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:48:11,Not latest view,US (United States)
Ashley,2020-08-03 04:55:30,00:45:51,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: Valhalla (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:45:59,00:45:59,US (United States)
Ashley,2020-08-03 04:00:57,00:46:57,Autoplayed: user action: Unspecified; ,The Umbrella Academy: Season 2: The Majestic 12 (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:47:05,00:47:05,US (United States)
Ashley,2020-08-03 03:14:23,00:46:23,,The Umbrella Academy: Season 2: The Swedish Job (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:46:23,00:46:23,US (United States)
Ashley,2020-08-03 02:47:43,00:21:47,Autoplayed: user action: Unspecified; ,Moesha: Season 1: Sixteen (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:22:16,00:22:16,US (United States)
Ashley,2020-08-03 02:25:17,00:22:19,Autoplayed: user action: None; ,Moesha: Season 1: Hakeem Owes Moesha Big (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:22:19,00:22:19,US (United States)
Ashley,2020-08-03 02:02:46,00:22:20,Autoplayed: user action: None; ,Moesha: Season 1: Friends (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:22:20,00:22:20,US (United States)
Ashley,2020-08-03 01:39:49,00:22:48,,Moesha: Season 1: Pilot (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:22:48,00:22:48,US (United States)
Ashley,2020-08-02 07:10:59,00:13:58,,Married at First Sight: Season 9: Match Me If You Can (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:13:58,00:13:58,US (United States)
Ashley,2020-08-01 06:13:32,00:01:45,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: The Swedish Job (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:01:53,Not latest view,US (United States)
Ashley,2020-08-01 05:27:04,00:46:18,Autoplayed: user action: None; ,The Umbrella Academy: Season 2: The Frankel Footage (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:46:26,00:46:26,US (United States)
Ashley,2020-08-01 04:41:39,00:45:15,,The Umbrella Academy: Season 2: Right Back Where We Started (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:45:15,00:45:15,US (United States)
Ashley,2020-08-01 04:28:50,00:12:20,,The Umbrella Academy: Season 1: Run Boy Run (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:12:20,00:12:20,US (United States)
Ashley,2020-07-27 19:06:12,00:54:33,Autoplayed: user action: Unspecified; ,Doctor Foster: Season 2: Episode 5,,LG 2016 MStar M2 Low DTV Smart TV,00:54:25,00:54:25,US (United States)
Ashley,2020-07-27 18:06:12,00:56:17,Autoplayed: user action: Unspecified; ,Doctor Foster: Season 2: Episode 4,,LG 2016 MStar M2 Low DTV Smart TV,00:57:23,00:57:23,US (United States)
Ashley,2020-07-27 17:32:33,00:32:59,,Doctor Foster: Season 2: Episode 3,,LG 2016 MStar M2 Low DTV Smart TV,00:56:59,00:56:59,US (United States)
Ashley,2020-07-27 13:53:40,00:00:06,Autoplayed: user action: None; ,Doctor Foster: Season 2: Episode 4,,LG 2016 MStar M2 Low DTV Smart TV,00:01:12,Not latest view,US (United States)
Ashley,2020-07-27 12:57:30,00:56:03,Autoplayed: user action: None; ,Doctor Foster: Season 2: Episode 3,,LG 2016 MStar M2 Low DTV Smart TV,00:57:01,Not latest view,US (United States)
Ashley,2020-07-27 12:00:39,00:56:45,Autoplayed: user action: None; ,Doctor Foster: Season 2: Episode 2,,LG 2016 MStar M2 Low DTV Smart TV,00:57:39,00:57:39,US (United States)
Ashley,2020-07-27 10:57:26,00:57:27,Autoplayed: user action: Unspecified; ,Doctor Foster: Season 2: Episode 1,,LG 2016 MStar M2 Low DTV Smart TV,00:58:05,00:58:05,US (United States)
Ashley,2020-07-27 10:01:29,00:55:48,Autoplayed: user action: None; ,Doctor Foster: Season 1: Episode 5,,LG 2016 MStar M2 Low DTV Smart TV,00:56:36,00:56:36,US (United States)
Ashley,2020-07-27 09:07:32,00:53:45,Autoplayed: user action: None; ,Doctor Foster: Season 1: Episode 4,,LG 2016 MStar M2 Low DTV Smart TV,00:54:31,00:54:31,US (United States)
Ashley,2020-07-27 08:07:14,00:54:47,Autoplayed: user action: Unspecified; ,Doctor Foster: Season 1: Episode 3,,LG 2016 MStar M2 Low DTV Smart TV,00:55:41,00:55:41,US (United States)
Ashley,2020-07-27 07:09:19,00:57:44,Autoplayed: user action: None; ,Doctor Foster: Season 1: Episode 2,,LG 2016 MStar M2 Low DTV Smart TV,00:58:32,00:58:32,US (United States)
Ashley,2020-07-27 06:11:07,00:58:02,,Doctor Foster: Season 1: Episode 1,,LG 2016 MStar M2 Low DTV Smart TV,00:58:02,00:58:02,US (United States)
Ashley,2020-07-27 05:45:22,00:24:52,,Indian Matchmaking: Season 1: Adjustment and Compromise (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:24:52,00:24:52,US (United States)
Ashley,2020-07-27 01:35:15,00:24:56,Autoplayed: user action: None; ,Indian Matchmaking: Season 1: Adjustment and Compromise (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:25:00,Not latest view,US (United States)
Ashley,2020-07-27 00:55:28,00:39:30,Autoplayed: user action: Unspecified; ,Indian Matchmaking: Season 1: Marriages Are Breaking like Biscuits (Episode 7),,LG 2016 MStar M2 Low DTV Smart TV,00:38:20,00:38:20,US (United States)
Ashley,2020-07-27 00:09:51,00:45:09,Autoplayed: user action: Unspecified; ,Indian Matchmaking: Season 1: It’s High Time (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:40:50,00:40:50,US (United States)
Ashley,2020-07-26 23:31:16,00:38:23,Autoplayed: user action: None; ,Indian Matchmaking: Season 1: Take the Elephant out of the Room (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:38:27,00:38:27,US (United States)
Ashley,2020-07-26 22:57:23,00:33:43,,Indian Matchmaking: Season 1: I Want to See You Again (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:38:37,00:38:37,US (United States)
Ashley,2020-07-26 18:14:49,00:03:57,Autoplayed: user action: None; ,Fear City: New York vs The Mafia: Limited Series: The Godfather Tapes (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:04:01,00:04:01,US (United States)
Ashley,2020-07-26 17:26:49,00:47:52,,Fear City: New York vs The Mafia: Limited Series: Mob Rule (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:47:52,00:47:52,US (United States)
Ashley,2020-07-26 06:02:34,00:42:04,Autoplayed: user action: None; ,Love on the Spectrum: Season 1: Episode 5,,LG 2016 MStar M2 Low DTV Smart TV,00:42:14,Not latest view,US (United States)
Ashley,2020-07-26 05:24:18,00:38:10,,Love on the Spectrum: Season 1: Episode 4,,LG 2016 MStar M2 Low DTV Smart TV,00:38:10,Not latest view,US (United States)
Ashley,2020-07-25 07:54:09,00:00:07,Autoplayed: user action: None; ,Love on the Spectrum: Season 1: Episode 4,,LG 2016 MStar M2 Low DTV Smart TV,00:00:17,Not latest view,US (United States)
Ashley,2020-07-25 07:11:13,00:42:48,Autoplayed: user action: None; ,Love on the Spectrum: Season 1: Episode 3,,LG 2016 MStar M2 Low DTV Smart TV,00:42:58,Not latest view,US (United States)
Ashley,2020-07-25 06:26:48,00:44:17,Autoplayed: user action: None; ,Love on the Spectrum: Season 1: Episode 2,,LG 2016 MStar M2 Low DTV Smart TV,00:44:27,00:44:27,US (United States)
Ashley,2020-07-25 05:40:35,00:46:05,,Love on the Spectrum: Season 1: Episode 1,,LG 2016 MStar M2 Low DTV Smart TV,00:46:05,00:46:05,US (United States)
Ashley,2020-07-24 03:40:10,00:33:39,Autoplayed: user action: Unspecified; ,Indian Matchmaking: Season 1: I Want to See You Again (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:04:56,Not latest view,US (United States)
Ashley,2020-07-24 03:30:16,00:09:45,,Indian Matchmaking: Season 1: I’m Trying My Best! (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:38:51,00:38:51,US (United States)
Ashley,2020-07-23 06:00:48,00:29:02,Autoplayed: user action: None; ,Indian Matchmaking: Season 1: I’m Trying My Best! (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:29:06,Not latest view,US (United States)
Ashley,2020-07-23 05:28:13,00:32:25,Autoplayed: user action: None; ,Indian Matchmaking: Season 1: Just Find Me Someone! (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:32:29,00:32:29,US (United States)
Ashley,2020-07-23 04:49:44,00:38:20,,"Indian Matchmaking: Season 1: Slim, Trim and Educated (Episode 1)",,LG 2016 MStar M2 Low DTV Smart TV,00:38:20,00:38:20,US (United States)
Ashley,2020-07-14 03:08:27,01:43:37,,Disclosure,,LG 2016 MStar M2 Low DTV Smart TV,01:43:37,01:43:37,US (United States)
Ashley,2020-07-14 00:54:46,00:32:00,Autoplayed: user action: None; ,Dead to Me: Season 2: Where Do We Go from Here (Episode 10),,LG 2016 MStar M2 Low DTV Smart TV,00:32:06,00:32:06,US (United States)
Ashley,2020-07-14 00:24:51,00:29:47,Autoplayed: user action: None; ,"Dead to Me: Season 2: It's Not You, It's Me (Episode 9)",,LG 2016 MStar M2 Low DTV Smart TV,00:29:53,00:29:53,US (United States)
Ashley,2020-07-13 23:53:07,00:31:35,Autoplayed: user action: None; ,Dead to Me: Season 2: It Had to Be You (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:31:41,00:31:41,US (United States)
Ashley,2020-07-13 23:05:38,00:32:15,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: If Only You Knew (Episode 7),,LG 2016 MStar M2 Low DTV Smart TV,00:32:21,00:32:21,US (United States)
Ashley,2020-07-13 22:35:29,00:30:00,Autoplayed: user action: None; ,Dead to Me: Season 2: You Don't Have To (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:30:06,00:30:06,US (United States)
Ashley,2020-07-13 22:03:24,00:31:56,,Dead to Me: Season 2: The Price You Pay (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:31:56,00:31:56,US (United States)
Ashley,2020-07-13 20:34:57,01:12:24,,Anne with an E: Season 1: Your Will Shall Decide Your Destiny (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,01:12:24,01:12:24,US (United States)
Ashley,2020-07-13 19:47:05,00:47:15,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 1: Missing Witness (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:47:19,00:47:19,US (United States)
Ashley,2020-07-13 19:09:16,00:37:41,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 1: Berkshires UFO (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:37:45,00:37:45,US (United States)
Ashley,2020-07-13 18:22:44,00:45:05,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 1: No Ride Home (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:45:09,00:45:09,US (United States)
Ashley,2020-07-13 17:38:11,00:44:26,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 1: House of Terror (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:44:30,00:44:30,US (United States)
Ashley,2020-07-13 16:47:33,00:50:29,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 1: 13 Minutes (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:50:33,00:50:33,US (United States)
Ashley,2020-07-13 15:55:58,00:51:29,,Unsolved Mysteries: Volume 1: Mystery on the Rooftop (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:51:29,00:51:29,US (United States)
Ashley,2020-07-13 15:27:37,00:27:45,,Never Have I Ever: Season 1: ... said I'm sorry (Episode 10),,LG 2016 MStar M2 Low DTV Smart TV,00:27:45,00:27:45,US (United States)
Ashley,2020-07-13 05:45:34,00:00:06,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... said I'm sorry (Episode 10),,LG 2016 MStar M2 Low DTV Smart TV,00:00:10,Not latest view,US (United States)
Ashley,2020-07-13 05:22:02,00:23:22,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... had to be on my best behavior (Episode 9),,LG 2016 MStar M2 Low DTV Smart TV,00:23:30,00:23:30,US (United States)
Ashley,2020-07-13 04:54:11,00:27:40,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... pissed off everyone I know (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:27:44,00:27:44,US (United States)
Ashley,2020-07-13 04:30:13,00:23:48,,"Never Have I Ever: Season 1: ... been a big, fat liar (Episode 7)",,LG 2016 MStar M2 Low DTV Smart TV,00:23:48,00:23:48,US (United States)
Ashley,2020-07-07 06:10:01,00:00:11,Autoplayed: user action: None; ,"Never Have I Ever: Season 1: ... been a big, fat liar (Episode 7)",,LG 2016 MStar M2 Low DTV Smart TV,00:00:19,Not latest view,US (United States)
Ashley,2020-07-07 05:47:28,00:22:18,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... been the loneliest boy in the world (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:22:26,00:22:26,US (United States)
Ashley,2020-07-07 05:18:50,00:28:22,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... started a nuclear war (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:28:26,00:28:26,US (United States)
Ashley,2020-07-07 04:57:21,00:20:59,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... felt super Indian (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:21:07,00:21:07,US (United States)
Ashley,2020-07-07 04:28:15,00:28:52,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... gotten drunk with the popular kids (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:28:56,00:28:56,US (United States)
Ashley,2020-07-07 03:59:15,00:28:43,Autoplayed: user action: None; ,Never Have I Ever: Season 1: ... had sex with Paxton Hall-Yoshida (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:28:48,00:28:48,US (United States)
Ashley,2020-07-07 02:33:18,00:26:47,,Never Have I Ever: Season 1: Pilot (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:26:47,00:26:47,US (United States)
Ashley,2020-07-04 11:07:40,00:00:06,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Heavy Competition (Episode 24),,LG 2016 MStar M2 Low DTV Smart TV,00:00:06,Not latest view,US (United States)
Ashley,2020-07-04 10:46:06,00:21:24,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Michael Scott Paper Company (Episode 23),,LG 2016 MStar M2 Low DTV Smart TV,00:21:24,00:21:24,US (United States)
Ashley,2020-07-04 10:24:42,00:21:13,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Dream Team (Episode 22),,LG 2016 MStar M2 Low DTV Smart TV,00:21:15,00:21:15,US (United States)
Ashley,2020-07-04 09:22:23,00:21:23,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Two Weeks (Episode 21),,LG 2016 MStar M2 Low DTV Smart TV,00:21:23,00:21:23,US (United States)
Ashley,2020-07-04 09:00:31,00:21:38,Autoplayed: user action: None; ,The Office (U.S.): Season 5: New Boss (Episode 20),,LG 2016 MStar M2 Low DTV Smart TV,00:21:38,00:21:38,US (United States)
Ashley,2020-07-04 08:37:27,00:21:22,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Golden Ticket (Episode 19),,LG 2016 MStar M2 Low DTV Smart TV,00:21:22,00:21:22,US (United States)
Ashley,2020-07-04 08:04:41,00:21:20,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Blood Drive (Episode 18),,LG 2016 MStar M2 Low DTV Smart TV,00:21:22,00:21:22,US (United States)
Ashley,2020-07-04 07:44:15,00:20:18,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Lecture Circuit: Part 2 (Episode 17),,LG 2016 MStar M2 Low DTV Smart TV,00:21:22,00:21:22,US (United States)
Ashley,2020-07-04 07:21:45,00:21:21,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Lecture Circuit: Part 1 (Episode 16),,LG 2016 MStar M2 Low DTV Smart TV,00:21:22,00:21:22,US (United States)
Ashley,2020-07-04 07:00:03,00:21:25,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Stress Relief: Part 2 (Episode 15),,LG 2016 MStar M2 Low DTV Smart TV,00:21:25,00:21:25,US (United States)
Ashley,2020-07-04 06:38:31,00:21:24,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Stress Relief: Part 1 (Episode 14),,LG 2016 MStar M2 Low DTV Smart TV,00:21:24,00:21:24,US (United States)
Ashley,2020-07-04 06:16:59,00:21:24,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Prince Family Paper (Episode 13),,LG 2016 MStar M2 Low DTV Smart TV,00:21:24,00:21:24,US (United States)
Ashley,2020-07-04 05:59:38,00:17:13,,The Office (U.S.): Season 5: The Duel (Episode 12),,LG 2016 MStar M2 Low DTV Smart TV,00:21:23,00:21:23,US (United States)
Ashley,2020-07-04 04:58:13,00:04:12,,The Office (U.S.): Season 5: The Duel (Episode 12),,LG 2016 MStar M2 Low DTV Smart TV,00:04:12,Not latest view,US (United States)
Ashley,2020-07-02 06:10:14,01:55:01,,Eurovision Song Contest: The Story of Fire Saga,,LG 2016 MStar M2 Low DTV Smart TV,01:55:01,01:55:01,US (United States)
Ashley,2020-06-25 09:21:12,00:42:03,Autoplayed: user action: Unspecified; ,Dirty John: John Meehan: This Young Woman Fought Like Hell (Episode 8),,LG 2016 MStar M2 Low DTV Smart TV,00:42:03,00:42:03,US (United States)
Ashley,2020-06-25 08:39:47,00:41:17,Autoplayed: user action: None; ,Dirty John: John Meehan: Chivalry (Episode 7),,LG 2016 MStar M2 Low DTV Smart TV,00:41:17,00:41:17,US (United States)
Ashley,2020-06-25 07:58:54,00:40:45,Autoplayed: user action: None; ,Dirty John: John Meehan: One Shoe (Episode 6),,LG 2016 MStar M2 Low DTV Smart TV,00:40:45,00:40:45,US (United States)
Ashley,2020-06-25 07:11:06,00:47:22,Autoplayed: user action: None; ,Dirty John: John Meehan: Lord High Executioner (Episode 5),,LG 2016 MStar M2 Low DTV Smart TV,00:47:22,00:47:22,US (United States)
Ashley,2020-06-25 06:29:00,00:41:59,Autoplayed: user action: None; ,Dirty John: John Meehan: Shrapnel (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:41:59,00:41:59,US (United States)
Ashley,2020-06-25 05:41:46,00:47:05,Autoplayed: user action: None; ,Dirty John: John Meehan: Remember It Was Me (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:47:05,00:47:05,US (United States)
Ashley,2020-06-25 04:51:26,00:46:13,Autoplayed: user action: Unspecified; ,Dirty John: John Meehan: Red Flags and Parades (Episode 2),,LG 2016 MStar M2 Low DTV Smart TV,00:46:13,00:46:13,US (United States)
Ashley,2020-06-25 03:34:20,01:16:14,,Dirty John: John Meehan: Approachable Dreams (Episode 1),,LG 2016 MStar M2 Low DTV Smart TV,00:50:23,00:50:23,US (United States)
Ashley,2020-06-24 04:39:06,01:40:59,,Disclosure,,LG 2016 MStar M2 Low DTV Smart TV,01:40:59,Not latest view,US (United States)
Ashley,2020-06-17 04:16:41,00:00:05,Autoplayed: user action: None; ,Patriot Act with Hasan Minhaj: Volume 6: How Coronavirus Broke America (Episode 3),,LG 2016 MStar M2 Low DTV Smart TV,00:00:28,00:00:28,US (United States)
Ashley,2020-06-17 04:04:23,00:11:56,Autoplayed: user action: None; ,Patriot Act with Hasan Minhaj: Volume 6: We Cannot Stay Silent About George Floyd (Episode 4),,LG 2016 MStar M2 Low DTV Smart TV,00:12:00,00:12:00,US (United States)
